,SEX,DESIGNATION,AGE,SALARY,UNIT,LEAVES USED,RATINGS,PAST EXP,YEARS
461,1,Analyst,23,42722,Operations,22,2,0,2.168377823
462,1,Associate,31,73190,Web,24,2,3,2.53798768
463,0,Analyst,23,40134,Finance,26,4,0,2.173853525
464,1,Associate,28,93854,Web,19,3,1,1.771389459
465,1,Senior Analyst,25,67014,IT,20,4,0,1.445585216
466,1,Analyst,24,46726,IT,22,2,1,1.796030116
467,0,Analyst,21,49497,Finance,25,5,0,1.533196441
468,0,Analyst,25,40270,IT,17,5,3,1.385352498
469,0,Senior Analyst,28,60155,Marketing,27,5,4,1.711156742
470,0,Analyst,24,44054,Finance,30,4,1,1.585215606
471,0,Analyst,22,49006,Web,19,2,0,1.122518823
472,1,Analyst,22,41008,Operations,29,4,0,1.330595483
473,1,Analyst,24,44497,Marketing,17,4,1,2.335386721
474,0,Analyst,21,45528,IT,30,5,0,2.496919918
475,1,Analyst,24,41196,Marketing,17,4,1,2.023271732
476,0,Senior Analyst,25,60159,Finance,27,2,0,2.576317591
477,0,Senior Analyst,26,65316,Marketing,21,5,0,2.861054073
478,0,Analyst,22,49744,Web,28,2,0,1.927446954
479,1,Analyst,21,41865,Finance,18,4,0,1.483915127
480,1,Analyst,22,45784,Operations,30,4,0,0.993839836
481,1,Manager,35,111599,Management,25,5,10,3.482546201
482,1,Associate,31,77261,Finance,30,4,6,3.02532512
483,0,Analyst,25,41323,Finance,22,5,2,2.439425051
484,1,Analyst,25,44664,Operations,23,4,1,2.592744695
485,0,Senior Analyst,28,65927,Finance,28,2,1,3.540041068
486,1,Analyst,22,42723,Marketing,30,4,0,1.185489391
487,0,Director,40,313938,Management,22,4,12,5.744010951
488,1,Analyst,21,46616,Management,21,3,0,2.614647502
489,0,Analyst,25,47517,IT,15,5,2,1.59890486
490,1,Senior Analyst,25,66311,Management,15,3,2,1.9137577
491,1,Analyst,21,43620,IT,28,4,0,1.451060917
492,0,Associate,32,72359,Web,21,4,9,2.264202601
493,0,Analyst,22,43324,Operations,19,5,0,2.639288159
494,1,Senior Analyst,25,66984,Marketing,21,5,0,1.582477755
495,1,Senior Analyst,27,63154,Finance,16,5,3,3.175906913
496,0,Analyst,25,45992,Finance,30,4,2,2.110882957
497,1,Analyst,22,44887,IT,27,2,0,1.787816564
498,1,Senior Analyst,26,57046,Web,27,2,0,3.263518138
499,1,Analyst,21,40065,Web,23,4,0,1.620807666
500,0,Analyst,23,43676,Marketing,18,2,0,2.7816564
501,0,Analyst,21,43428,Marketing,15,3,0,1.467488022
502,1,Analyst,22,43976,Marketing,19,2,0,1.100616016
503,1,Senior Analyst,25,66820,Finance,20,3,1,2.239561944
504,1,Senior Analyst,27,64798,Web,21,3,2,0.977412731
505,0,Analyst,22,40403,Marketing,19,5,0,2.726899384
506,0,Associate,31,99603,Marketing,18,2,5,3.674195756
507,0,Associate,28,96198,Web,25,2,2,4.366872005
508,1,Senior Analyst,27,51930,IT,26,5,4,2.22587269
509,1,Analyst,25,48996,IT,18,5,2,1.59890486
510,0,Analyst,25,46808,Web,19,3,3,1.453798768
511,0,Senior Manager,36,167610,Finance,25,3,12,2.548939083
512,0,Analyst,25,44454,Operations,27,2,3,1.316906229
513,1,Associate,28,86231,Finance,18,2,6,1.377138946
514,0,Analyst,24,45252,IT,16,5,2,1.385352498
515,1,Analyst,25,44011,Finance,24,4,3,1.215605749
516,0,Analyst,22,47519,Management,19,5,0,1.475701574
517,1,Analyst,25,46947,IT,18,4,3,1.180013689
518,1,Analyst,25,46556,Web,19,4,3,1.45927447
519,0,Analyst,21,43363,Marketing,21,2,0,2.937713895
520,0,Analyst,25,43391,Management,26,5,1,2.581793292
521,0,Analyst,22,41164,Management,22,4,0,2.124572211
522,0,Analyst,24,48476,Operations,15,4,1,1.713894593
523,0,Senior Manager,35,167525,Marketing,29,4,10,4.002737851
524,0,Senior Analyst,27,65594,IT,22,4,0,3.145790554
525,0,Analyst,23,45579,Marketing,30,4,0,2.64476386
526,1,Senior Analyst,26,65880,Management,25,5,0,3.23340178
527,1,Analyst,21,48948,Marketing,29,4,0,2.948665298
528,0,Analyst,23,45525,Management,17,5,0,2.934976044
529,0,Analyst,22,41819,Web,30,5,0,1.752224504
530,1,Analyst,24,49752,Finance,22,4,1,2.425735797
531,1,Analyst,22,48611,Marketing,19,5,0,1.618069815
532,1,Analyst,24,43295,Operations,22,3,2,1.026694045
533,0,Analyst,22,40395,Finance,23,2,0,2.154688569
534,1,Senior Analyst,25,62960,Operations,16,2,0,3.75633128
535,1,Analyst,23,41912,Web,19,2,0,2.858316222
536,1,Analyst,22,45013,IT,24,3,0,2.499657769
537,0,Senior Analyst,25,56854,Finance,27,2,0,1.169062286
538,0,Analyst,23,47681,Operations,17,2,0,2.29705681
539,1,Analyst,25,43638,Web,17,2,3,1.377138946
540,1,Analyst,24,45776,Management,17,4,1,1.760438056
541,1,Analyst,21,47216,Marketing,19,3,0,2.598220397
542,1,Analyst,23,46824,Finance,16,5,0,2.770704997
543,0,Manager,32,143778,Management,16,4,6,4.167008898
544,0,Senior Analyst,28,55693,Management,15,2,2,3.578370979
545,1,Senior Analyst,27,60465,Web,19,4,0,4.013689254
546,0,Analyst,21,40816,Management,28,3,0,1.965776865
547,1,Analyst,23,44427,Web,19,5,1,1.138945927
548,1,Analyst,23,48930,Finance,21,3,0,2.234086242
549,1,Manager,34,148273,Finance,28,4,7,4.928131417
550,1,Analyst,23,48583,Web,18,3,1,1.245722108
551,1,Analyst,23,40413,IT,20,5,1,1.015742642
552,1,Analyst,24,46891,Marketing,24,5,2,1.423682409
553,0,Senior Analyst,28,56166,IT,20,3,4,1.352498289
554,0,Analyst,21,43986,IT,18,3,0,3.014373717
555,1,Analyst,24,43621,Operations,16,2,2,1.264887064
556,1,Analyst,21,40228,Management,28,2,0,1.138945927
557,0,Analyst,21,49384,Management,17,3,0,2.554414784
558,1,Analyst,24,48969,Marketing,26,3,1,1.927446954
559,1,Senior Analyst,27,58341,Finance,15,2,4,0.93908282
560,0,Analyst,22,44448,Web,19,4,0,2.045174538
561,0,Senior Analyst,26,51655,Finance,28,5,4,1.305954825
562,1,Analyst,25,42776,Marketing,15,4,2,2.308008214
563,0,Analyst,23,47326,Management,22,5,0,1.891854894
564,0,Analyst,21,48098,Finance,30,5,0,1.004791239
565,1,Analyst,21,49903,Management,26,4,0,1.73853525
566,0,Analyst,23,45704,Finance,24,4,0,1.941136208
567,1,Analyst,23,41984,Management,29,4,0,1.639972621
568,1,Analyst,25,48447,Web,20,5,2,1.629021218
569,0,Senior Analyst,26,50809,Operations,21,4,1,3.326488706
570,0,Analyst,21,45181,Finance,23,5,0,2.981519507
571,0,Analyst,23,45579,Marketing,30,4,0,2.64476386
572,1,Analyst,22,44543,IT,22,2,0,1.089664613
573,0,Analyst,24,41380,Management,23,5,1,2.335386721
574,1,Senior Analyst,27,53406,Web,27,3,3,1.363449692
575,1,Analyst,23,41662,IT,20,5,0,2.732375086
576,1,Analyst,24,41955,Management,24,3,0,2.688569473
577,1,Analyst,23,45323,Web,29,3,0,1.856262834
578,1,Associate,28,90201,IT,16,5,4,2.633812457
579,1,Analyst,21,40222,Web,21,3,0,2.680355921
580,1,Analyst,23,43247,Finance,22,3,0,2.85284052
581,0,Senior Analyst,25,62673,Operations,29,3,2,2.217659138
582,1,Senior Analyst,28,69306,Web,18,3,2,3.622176591
583,0,Analyst,23,48462,Finance,26,3,1,0.996577687
584,0,Senior Analyst,27,54643,Marketing,23,4,4,1.160848734
585,0,Senior Analyst,28,57182,Management,28,4,3,2.485968515
586,0,Analyst,21,49395,Management,19,2,0,1.242984257
587,0,Senior Analyst,28,60348,Management,26,3,2,1.11156742
588,1,Associate,32,72626,Marketing,28,2,4,2.696783025
589,0,Analyst,25,43751,IT,23,3,2,1.508555784
590,0,Senior Analyst,28,65607,Management,16,2,1,1.664613279
591,1,Analyst,23,40183,IT,19,3,0,1.861738535
592,0,Analyst,25,47609,IT,18,4,2,2.283367556
593,1,Analyst,21,45896,IT,27,4,0,3.006160164
594,0,Analyst,24,40486,Finance,22,5,1,2.217659138
595,0,Analyst,25,46808,Web,19,3,3,1.453798768
596,1,Associate,28,96535,Management,26,3,0,3.058179329
597,1,Analyst,22,44762,Web,19,2,0,1.297741273
598,0,Analyst,21,48839,Finance,17,3,0,2.81724846
599,0,Analyst,22,43397,Web,23,5,0,2.7816564
600,1,Analyst,23,49611,Management,28,2,0,2.997946612
601,0,Senior Analyst,26,67051,Web,22,5,3,2.217659138
602,0,Associate,31,93516,Operations,26,2,7,1.998631075
603,0,Analyst,21,44181,Web,25,2,0,2.0862423
604,0,Manager,33,100471,Web,25,4,7,2.64476386
605,0,Senior Analyst,27,69383,Management,16,4,0,3.772758385
606,0,Analyst,22,43132,IT,16,3,0,1.930184805
607,0,Analyst,25,40403,Marketing,16,3,2,1.514031485
608,1,Analyst,21,43239,Finance,22,4,0,2.409308693
609,1,Analyst,22,42943,Web,21,3,0,2.746064339
610,0,Analyst,23,41664,Operations,30,2,0,1.891854894
611,1,Senior Analyst,26,63290,Marketing,23,2,0,1.336071184
612,1,Analyst,24,47598,Marketing,20,2,1,2.102669405
613,0,Analyst,24,45447,IT,16,2,0,2.53798768
614,1,Analyst,23,42213,Web,21,4,0,2.308008214
615,1,Analyst,21,44397,IT,25,5,0,1.711156742
616,0,Analyst,21,48801,Finance,23,3,0,1.212867899
617,1,Analyst,25,47532,Marketing,24,2,1,2.6091718
618,1,Senior Manager,37,184143,IT,19,4,12,1.25119781
619,1,Manager,35,124154,IT,20,4,8,3.830253251
620,1,Analyst,25,40786,IT,25,5,2,1.604380561
621,1,Analyst,23,47080,Operations,21,5,0,2.036960986
622,0,Analyst,25,46572,Web,16,3,1,2.513347023
623,0,Analyst,24,42066,Management,29,5,1,2.102669405
624,0,Associate,32,72598,Web,17,5,6,4.550308008
625,0,Analyst,22,46506,Web,25,2,0,1.440109514
626,0,Analyst,24,44733,Management,26,4,1,2.19028063
627,1,Senior Analyst,26,53390,Marketing,20,5,2,3.244353183
628,1,Analyst,22,46227,IT,15,3,0,1.648186174
629,0,Analyst,23,46207,IT,17,4,0,1.524982888
630,1,Senior Analyst,28,62243,Web,23,4,0,3.184120465
631,1,Analyst,23,48479,Operations,15,4,0,2.165639973
632,1,Analyst,23,48364,Finance,26,3,0,2.795345654
633,0,Analyst,25,46564,Operations,25,4,3,1.201916496
634,1,Analyst,21,48001,Operations,18,4,0,2.524298426
635,1,Senior Analyst,25,55001,Operations,22,2,0,1.015742642
636,0,Analyst,24,49901,Management,18,5,2,1.481177276
637,1,Senior Analyst,25,65919,Marketing,19,5,2,2.132785763
638,1,Senior Analyst,25,61353,IT,22,2,0,3.93155373
639,0,Analyst,25,49321,Marketing,18,2,3,1.319644079
640,1,Associate,31,93715,Web,25,4,6,1.119780972
641,1,Analyst,23,41052,IT,15,5,1,1.130732375
642,1,Analyst,24,46907,IT,29,3,0,2.839151266
643,0,Analyst,22,45518,Web,25,3,0,1.229295003
644,0,Analyst,23,43894,Web,25,5,0,1.522245038
645,1,Analyst,25,48355,IT,19,3,1,2.948665298
646,1,Analyst,22,47759,Management,15,3,0,1.122518823
647,0,Analyst,25,40105,Marketing,27,3,1,2.973305955
648,0,Senior Analyst,26,60014,Operations,24,5,1,3.277207392
649,1,Analyst,21,44848,Finance,21,2,0,2.444900753
650,1,Analyst,22,45103,Finance,19,4,0,2.639288159
651,0,Associate,32,81191,Finance,15,5,4,2.551676934
652,0,Analyst,22,45025,Marketing,15,5,0,1.776865161
653,1,Analyst,21,41943,Finance,16,3,0,1.35523614
654,0,Senior Analyst,27,50393,Management,28,2,0,3.244353183
655,0,Analyst,22,42003,Web,25,4,0,2.343600274
656,1,Analyst,22,42041,IT,24,2,0,1.713894593
657,0,Analyst,25,44015,IT,24,3,1,2.984257358
658,1,Manager,32,140916,Marketing,29,2,4,4.670773443
659,1,Analyst,22,46173,Web,22,5,0,2.565366188
660,1,Analyst,23,41701,Web,22,5,1,1.273100616
661,1,Analyst,24,47465,Marketing,20,4,0,2.811772758
662,0,Analyst,21,43986,IT,18,3,0,3.014373717
663,0,Analyst,24,49670,Management,22,3,1,1.514031485
664,0,Senior Manager,35,153111,Operations,19,4,6,4.673511294
665,1,Analyst,23,47408,Finance,16,3,1,1.445585216
666,1,Analyst,23,47629,Management,17,2,1,1.067761807
667,0,Senior Analyst,28,68884,Operations,26,5,5,1.552361396
668,0,Analyst,24,49849,Web,30,4,1,2.182067077
669,1,Senior Analyst,25,68785,IT,16,4,1,1.886379192
670,0,Analyst,21,48102,Finance,27,4,0,2.576317591
671,1,Analyst,23,44610,Operations,29,5,0,2.458590007
672,0,Analyst,25,46659,Finance,21,5,1,2.74880219
673,1,Analyst,21,47781,IT,17,3,0,2.275154004
674,0,Analyst,25,49942,Operations,23,3,2,1.839835729
675,0,Manager,35,148606,Web,18,2,8,1.683778234
676,0,Manager,33,110885,Web,21,2,5,2.910335387
677,1,Analyst,22,45019,Web,28,2,0,1.371663244
678,1,Analyst,22,41378,Marketing,22,3,0,2.53798768
679,0,Analyst,21,42327,Management,25,2,0,1.771389459
680,1,Senior Analyst,28,68446,Management,23,5,3,0.955509925
681,1,Analyst,23,47764,IT,26,4,0,1.790554415
682,1,Analyst,21,49905,Finance,22,5,0,1.281314168
683,1,Director,45,253284,IT,15,2,23,1.081451061
684,0,Analyst,22,49703,Operations,29,3,0,3.006160164
685,0,Analyst,23,48049,Operations,22,5,1,1.130732375
686,0,Analyst,25,43428,Management,19,5,2,1.787816564
687,1,Senior Manager,35,185221,Operations,24,5,11,0.941820671
688,0,Analyst,23,48969,Operations,29,4,1,1.409993155
689,1,Analyst,23,45740,Web,30,5,1,0.960985626
690,0,Analyst,23,46601,Web,21,5,0,2.324435318
691,1,Analyst,23,45949,Finance,25,4,1,1.201916496
692,1,Analyst,22,41861,Finance,22,3,0,2.203969884
693,1,Analyst,23,42213,Web,21,4,0,2.308008214
694,1,Senior Analyst,28,56772,Marketing,26,2,0,3.731690623
695,0,Analyst,25,46052,Web,25,4,3,0.958247775
696,0,Analyst,22,43483,Management,22,4,0,1.366187543
697,1,Analyst,25,43860,Web,16,2,2,2.335386721
698,0,Senior Analyst,28,61374,Web,24,3,3,2.083504449
699,0,Analyst,24,48095,Operations,19,5,0,2.765229295
700,1,Analyst,23,49592,Management,23,5,0,1.546885695
701,1,Analyst,24,46942,Marketing,18,2,1,1.938398357
702,0,Analyst,24,42333,Web,25,3,2,0.950034223
703,0,Director,45,319141,Web,21,4,17,6.075290897
704,0,Associate,29,91596,IT,20,2,3,4.917180014
705,0,Analyst,21,40586,Web,26,4,0,1.388090349
706,1,Analyst,24,49530,Finance,18,3,0,2.836413415
707,0,Analyst,24,42583,Management,26,5,2,1.420944559
708,0,Associate,29,92453,Management,29,3,4,4.169746749
709,0,Associate,28,93659,Management,24,3,5,1.089664613
710,1,Analyst,24,48222,Marketing,29,3,2,1.160848734
711,1,Analyst,25,46319,Finance,26,3,2,1.782340862
712,1,Analyst,24,45861,Operations,29,5,2,1.407255305
713,0,Analyst,23,45481,Marketing,24,4,0,3.014373717
714,0,Analyst,25,42008,IT,16,2,1,3.014373717
715,1,Analyst,22,47850,IT,22,3,0,1.648186174
716,1,Analyst,25,40113,Web,25,4,2,1.979466119
717,1,Analyst,22,47525,IT,20,4,0,2.704996578
718,1,Analyst,21,47685,IT,16,3,0,1.659137577
719,0,Senior Analyst,25,64823,Management,25,2,1,0.93908282
720,1,Analyst,23,40414,Management,23,2,1,1.155373032
721,0,Analyst,22,40572,IT,16,5,0,0.969199179
722,0,Analyst,25,46350,Finance,22,5,2,1.760438056
723,1,Associate,28,93529,Management,25,3,3,2.751540041
724,1,Senior Analyst,25,63647,Web,16,2,0,3.093771389
725,0,Manager,35,140401,Marketing,28,4,9,2.069815195
726,0,Analyst,23,49141,IT,25,5,0,1.990417522
727,1,Analyst,23,43670,IT,26,2,1,1.196440794
728,1,Analyst,23,42553,Operations,25,5,0,2.195756331
729,1,Analyst,22,46783,Operations,19,5,0,1.319644079
730,1,Analyst,22,47146,Finance,29,5,0,2.913073238
731,0,Analyst,22,48730,Management,23,2,0,1.817932923
732,1,Analyst,22,40808,IT,17,2,0,1.84257358
733,0,Analyst,25,40508,Management,17,4,1,2.891170431
734,0,Analyst,22,45111,IT,27,5,0,2.0862423
735,0,Analyst,23,47414,Web,17,5,1,1.141683778
736,1,Senior Manager,39,161839,Marketing,25,4,11,3.592060233
737,0,Associate,29,82993,Finance,29,5,5,1.686516085
738,0,Analyst,25,43354,IT,27,4,1,2.962354552
739,1,Analyst,24,47791,Web,29,2,1,2.332648871
740,0,Senior Analyst,25,59115,Management,26,4,0,2.699520876
741,0,Analyst,23,49830,Finance,21,2,0,2.209445585
742,0,Analyst,24,46822,Operations,29,2,0,2.787132101
743,0,Analyst,21,45321,Operations,19,5,0,2.976043806
744,1,Analyst,22,48781,Web,16,4,0,1.070499658
745,0,Analyst,25,49631,Marketing,20,3,2,2.19301848
746,0,Analyst,25,46102,IT,29,5,1,2.828199863
747,0,Analyst,25,46781,Management,26,3,1,2.784394251
748,1,Analyst,24,46935,IT,30,5,1,1.798767967
749,1,Analyst,24,41705,Operations,27,2,0,2.694045175
750,1,Analyst,22,43434,Web,19,4,0,1.45927447
751,1,Analyst,24,43726,Management,30,5,1,2.247775496
752,1,Analyst,23,48443,Management,29,4,0,1.604380561
753,0,Senior Analyst,28,50687,Management,23,5,5,1.938398357
754,0,Analyst,25,42635,IT,18,3,2,2.29705681
755,0,Analyst,25,41834,Finance,29,3,1,2.631074606
756,0,Analyst,24,44028,Web,30,5,2,1.412731006
757,1,Analyst,22,44787,Operations,28,5,0,2.603696099
758,0,Senior Analyst,28,60183,Marketing,24,5,1,3.926078029
759,1,Analyst,24,40594,IT,23,5,1,1.527720739
760,1,Senior Analyst,27,53406,Web,27,3,3,1.363449692
761,1,Analyst,24,40251,Operations,19,5,0,2.707734428
762,0,Analyst,23,44551,Marketing,19,5,0,1.765913758
763,1,Analyst,24,49525,Finance,29,4,2,1.136208077
764,1,Analyst,21,43624,Web,16,4,0,1.546885695
765,0,Analyst,25,41785,Finance,20,4,2,2.149212868
766,1,Senior Analyst,27,52760,Operations,19,4,2,3.660506502
767,0,Analyst,21,42143,Operations,15,4,0,1.040383299
768,1,Senior Analyst,26,68067,Web,15,3,2,2.548939083
769,0,Associate,30,87166,Operations,24,5,3,3.219712526
770,1,Analyst,24,48519,IT,18,2,0,2.74880219
771,1,Analyst,22,47013,Marketing,18,3,0,0.999315537
772,1,Analyst,23,47131,IT,26,4,0,1.56605065
773,1,Senior Analyst,26,67582,Management,23,5,3,1.637234771
774,1,Analyst,21,48343,Web,30,4,0,2.275154004
775,1,Analyst,21,44693,Web,28,2,0,2.658453114
776,0,Analyst,22,47812,Operations,21,5,0,1.524982888
777,0,Analyst,23,40690,Operations,30,2,1,0.966461328
778,1,Senior Analyst,25,66311,Management,15,3,2,1.9137577
779,0,Analyst,21,48587,IT,20,3,0,1.916495551
780,0,Analyst,21,44467,Marketing,28,2,0,1.612594114
781,0,Analyst,23,43172,Finance,17,3,1,1.089664613
782,0,Analyst,23,44014,Web,22,2,0,2.702258727
783,1,Analyst,23,44372,Marketing,29,4,0,2.124572211
784,0,Analyst,22,47033,Finance,20,2,0,2.006844627
785,0,Analyst,22,47990,Marketing,28,4,0,1.472963723
786,0,Analyst,22,46452,Management,16,3,0,2.228610541
787,1,Analyst,25,42826,Management,19,3,2,2.206707734
788,0,Analyst,23,40846,IT,30,2,0,2.628336756
789,0,Analyst,22,45036,Web,21,5,0,2.882956879
790,1,Associate,28,71673,Finance,29,3,3,2.154688569
791,1,Analyst,21,41386,Web,19,4,0,2.357289528
792,1,Analyst,23,44094,Management,17,3,0,2.543463381
793,1,Senior Analyst,28,67575,Finance,23,5,0,2.910335387
794,0,Analyst,23,45156,IT,27,3,0,1.817932923
795,1,Analyst,21,49686,Web,27,3,0,1.897330595
796,1,Analyst,22,41032,Finance,20,3,0,1.924709103
797,1,Associate,31,98715,Operations,27,5,5,4.845995893
798,0,Senior Analyst,25,58773,Finance,28,5,2,1.242984257
799,1,Analyst,22,41925,IT,24,2,0,1.535934292
800,0,Analyst,25,43531,Web,24,4,3,1.434633812
801,1,Analyst,22,42673,Operations,25,2,0,2.067077344
802,1,Analyst,22,49618,Operations,30,5,0,2.195756331
803,0,Senior Analyst,27,69643,Marketing,16,4,3,2.7816564
804,0,Senior Analyst,26,59262,Web,18,2,0,1.793292266
805,1,Analyst,25,41583,IT,15,5,3,0.991101985
806,0,Analyst,21,40415,Marketing,28,3,0,1.166324435
807,0,Analyst,24,42416,Web,22,5,0,2.902121834
808,1,Associate,31,87324,Marketing,16,2,5,1.571526352
809,0,Associate,28,84967,Web,29,2,0,4.424366872
810,0,Analyst,24,41869,Management,24,5,0,2.965092402
811,0,Analyst,21,43481,Operations,29,5,0,2.970568104
812,0,Senior Analyst,28,54166,Web,15,4,2,3.09650924
813,1,Analyst,25,47649,Finance,20,3,3,1.086926762
814,0,Manager,33,119673,Marketing,27,2,5,5.678302533
815,0,Analyst,21,47431,Web,22,3,0,1.596167009
816,0,Analyst,23,48014,Marketing,15,2,0,1.585215606
817,0,Analyst,22,49686,Management,28,2,0,2.390143737
818,0,Analyst,23,46043,IT,26,2,1,1.095140315
819,1,Analyst,25,46110,Management,29,2,1,2.669404517
820,0,Senior Analyst,27,62307,Web,26,2,0,2.872005476
821,1,Analyst,21,49627,Web,18,3,0,1.136208077
822,1,Analyst,25,44882,Operations,28,3,2,1.768651608
823,1,Manager,34,144573,IT,25,5,10,2.32991102
824,1,Senior Manager,37,164773,Web,30,5,13,2.937713895
825,1,Senior Analyst,26,67735,Marketing,27,5,0,2.570841889
826,1,Analyst,23,44964,Marketing,26,3,0,3.000684463
827,0,Analyst,21,41476,Marketing,30,2,0,2.072553046
828,0,Analyst,25,40251,Finance,18,2,1,2.765229295
829,1,Associate,31,97830,IT,25,2,2,4.914442163
830,1,Analyst,24,42797,Operations,26,3,1,1.694729637
831,1,Analyst,22,43173,IT,20,2,0,1.930184805
832,0,Analyst,25,47683,IT,29,4,3,1.35523614
833,0,Senior Manager,38,196757,IT,21,4,7,5.505817933
834,0,Analyst,23,42075,Operations,24,4,0,2.825462012
835,1,Analyst,22,43353,Web,19,3,0,1.240246407
836,1,Analyst,22,43923,Finance,19,4,0,2.176591376
837,0,Analyst,24,43605,Operations,24,5,0,2.962354552
838,0,Analyst,22,41262,Marketing,21,3,0,2.95687885
839,1,Analyst,21,48056,Management,23,3,0,2.565366188
840,0,Analyst,24,46584,Finance,15,3,1,1.834360027
841,1,Analyst,21,42651,Finance,20,4,0,2.71321013
842,1,Analyst,23,42465,Marketing,22,3,0,2.436687201
843,1,Analyst,24,42453,Operations,22,2,0,2.729637235
844,1,Analyst,21,46026,Management,23,3,0,1.056810404
845,1,Analyst,24,49581,Management,18,5,1,1.596167009
846,0,Analyst,22,41729,IT,27,5,0,2.491444216
847,1,Senior Analyst,27,56977,Marketing,20,2,2,2.633812457
848,1,Senior Manager,37,166335,Management,21,4,11,3.668720055
849,1,Manager,35,135653,Finance,29,2,7,5.28678987
850,0,Associate,30,98057,Management,18,5,6,1.535934292
851,1,Senior Analyst,28,54184,Web,15,2,4,1.163586585
852,1,Analyst,25,49953,Finance,22,3,3,1.100616016
853,0,Senior Analyst,25,52113,Marketing,15,3,0,1.650924025
854,1,Analyst,24,44983,Management,30,3,1,2.436687201
855,0,Analyst,22,45057,Management,26,4,0,0.955509925
856,1,Analyst,23,46985,Web,23,4,0,2.595482546
857,1,Analyst,24,41846,Management,28,4,1,1.752224504
858,1,Senior Analyst,26,65880,Management,25,5,0,3.23340178
859,0,Associate,32,79721,Marketing,24,5,6,3.942505133
860,0,Analyst,23,45636,Marketing,25,4,1,1.388090349
861,0,Analyst,24,41609,Management,21,2,2,1.065023956
862,0,Senior Analyst,27,69643,Marketing,16,4,3,2.7816564
863,0,Analyst,25,47178,Management,24,3,2,1.790554415
864,1,Senior Analyst,25,50739,IT,25,3,0,1.607118412
865,1,Analyst,23,40331,Finance,18,2,0,1.817932923
866,1,Senior Analyst,25,57997,Operations,28,4,2,1.037645448
867,0,Analyst,25,46514,Web,28,2,2,1.763175907
868,0,Analyst,22,41164,Management,22,4,0,2.124572211
869,1,Analyst,25,40140,Marketing,30,4,1,2.833675565
870,1,Analyst,21,46116,Marketing,29,4,0,2.833675565
871,0,Analyst,25,49111,IT,28,5,2,1.514031485
872,0,Analyst,24,47782,Management,25,5,2,1.330595483
873,1,Analyst,25,44022,IT,15,4,2,1.549623546
874,1,Analyst,22,41468,Operations,18,3,0,1.916495551
875,0,Analyst,21,40142,Web,26,4,0,1.207392197
876,0,Senior Manager,37,151618,Marketing,16,3,10,2.275154004
877,1,Senior Analyst,28,66022,IT,24,2,1,1.943874059
878,0,Analyst,25,47746,IT,21,5,1,2.683093771
879,1,Analyst,22,48101,Marketing,16,4,0,2.743326489
880,0,Analyst,23,45028,Management,30,2,0,2.633812457
881,0,Analyst,24,43461,IT,20,5,1,1.642710472
882,1,Analyst,21,43726,Finance,29,2,0,1.555099247
883,1,Analyst,25,49310,Marketing,16,2,2,1.971252567
884,1,Analyst,23,44925,IT,21,2,0,1.689253936
885,0,Senior Manager,39,187426,IT,21,5,13,3.222450376
886,0,Analyst,22,47430,Operations,17,3,0,2.201232033
887,0,Analyst,21,44312,Marketing,22,3,0,1.514031485
888,0,Analyst,25,40271,IT,25,4,2,1.746748802
889,0,Analyst,21,45105,Marketing,17,3,0,2.767967146
890,0,Analyst,24,45174,Finance,18,5,1,2.080766598
891,1,Analyst,24,49908,Web,24,4,1,1.593429158
892,0,Analyst,22,44591,Management,15,4,0,2.721423682
893,1,Analyst,22,40054,IT,26,3,0,1.94934976
894,0,Analyst,21,48773,Finance,24,2,0,1.420944559
895,0,Analyst,24,41685,Finance,30,2,2,1.284052019
896,0,Analyst,23,49026,Operations,30,4,0,2.50513347
897,1,Associate,30,71873,IT,27,5,3,1.716632444
898,0,Analyst,22,46078,Operations,15,3,0,2.6091718
899,0,Analyst,23,47936,Finance,26,5,0,2.206707734
900,0,Analyst,24,41653,Marketing,19,5,2,1.130732375
901,1,Analyst,23,49265,IT,29,3,0,1.883641342
902,1,Analyst,21,43315,Management,29,3,0,1.054072553
903,0,Analyst,22,43569,Finance,27,2,0,1.46201232
904,0,Manager,32,122535,IT,24,4,5,2.327173169
905,1,Analyst,23,45606,Finance,20,4,1,1.314168378
906,1,Analyst,23,40300,Marketing,20,2,1,1.226557153
907,0,Analyst,21,44956,Web,28,2,0,1.921971253
908,1,Analyst,22,40562,Marketing,29,2,0,2.439425051
909,1,Analyst,22,45155,Web,25,5,0,1.032169747
910,1,Analyst,23,45531,Operations,26,4,0,1.560574949
911,0,Analyst,25,44618,Management,28,3,1,2.869267625
912,0,Analyst,24,46823,Finance,27,3,1,2.165639973
913,1,Analyst,25,48268,Finance,23,4,2,2.338124572
914,1,Analyst,22,43807,IT,24,4,0,1.004791239
915,0,Analyst,23,47160,Web,20,4,1,1.423682409
916,0,Analyst,22,42519,IT,16,2,0,1.856262834
917,0,Analyst,21,47297,Management,21,5,0,2.020533881
918,1,Senior Manager,37,153246,Marketing,18,5,11,2.409308693
919,1,Analyst,21,45122,Finance,16,2,0,1.475701574
920,0,Analyst,25,46152,Operations,19,3,2,2.461327858
921,1,Associate,28,90802,Finance,17,2,3,3.934291581
922,0,Analyst,22,47788,Operations,15,3,0,2.034223135
923,1,Analyst,22,46218,Management,28,2,0,1.653661875
924,0,Analyst,21,40398,Operations,19,3,0,1.763175907
