,SEX,DESIGNATION,AGE,SALARY,UNIT,LEAVES USED,RATINGS,PAST EXP,YEARS
359,1,Analyst,22.0,41354,Marketing,26.0,4.0,0,2.647501711156742
360,1,Analyst,22.0,40417,Operations,24.0,4.0,0,2.329911019849418
361,0,Analyst,22.0,44617,Management,28.0,2.0,0,1.7221081451060918
362,1,Analyst,21.0,44163,Finance,18.0,4.0,0,2.308008213552361
363,0,Analyst,23.0,45123,Web,29.0,4.0,0,2.099931553730322
364,1,Analyst,22.0,41550,Management,19.0,5.0,0,1.672826830937714
365,1,Analyst,22.0,41989,IT,18.0,5.0,0,2.5708418891170433
366,1,Analyst,24.0,46206,IT,19.0,2.0,1,1.596167008898015
367,1,Analyst,23.0,42255,Web,26.0,4.0,1,1.4182067077344285
368,1,Analyst,24.0,42667,Management,19.0,2.0,1,1.9411362080766599
369,1,Analyst,25.0,41734,Finance,21.0,5.0,2,1.68104038329911
370,0,Analyst,22.0,40975,IT,30.0,4.0,0,2.321697467488022
371,0,Analyst,22.0,47695,Operations,21.0,4.0,0,2.5516769336071183
372,1,Analyst,21.0,42786,Marketing,20.0,5.0,0,2.028747433264887
373,0,Analyst,22.0,48681,Management,26.0,3.0,0,2.86652977412731
374,1,Analyst,21.0,43185,IT,20.0,5.0,0,2.7652292950034223
375,0,Analyst,21.0,41577,Management,16.0,3.0,0,2.7761806981519506
376,1,Analyst,24.0,41691,Web,30.0,2.0,0,2.8281998631074607
377,1,Senior Analyst,27.0,51534,Operations,30.0,4.0,3,2.5735797399041753
378,0,Analyst,24.0,49020,IT,19.0,4.0,0,2.836413415468857
379,1,Manager,33.0,120184,Management,20.0,5.0,7,5.190965092402464
380,1,Manager,34.0,147560,Management,19.0,3.0,6,3.2799452429842573
381,1,Analyst,24.0,49602,Operations,21.0,5.0,0,2.5489390828199863
382,0,Analyst,24.0,42538,Marketing,25.0,5.0,0,2.6584531143052703
383,1,Analyst,22.0,41027,Management,21.0,2.0,0,0.9555099247091033
384,0,Analyst,21.0,43716,Management,30.0,2.0,0,2.3545516769336072
385,0,Senior Analyst,27.0,60085,Web,17.0,4.0,0,3.6413415468856947
386,1,Analyst,21.0,48682,Web,25.0,2.0,0,3.0143737166324436
387,0,Analyst,22.0,42710,IT,20.0,3.0,0,1.5550992470910336
388,1,Senior Analyst,26.0,53390,Marketing,20.0,5.0,2,3.24435318275154
389,1,Associate,32.0,99130,Web,17.0,4.0,3,4.498288843258043
390,1,Analyst,23.0,45152,Web,15.0,4.0,0,2.48870636550308
391,1,Analyst,21.0,43357,Web,28.0,3.0,0,3.0006844626967832
392,0,Senior Analyst,26.0,57000,Marketing,27.0,5.0,0,3.433264887063655
393,1,Analyst,21.0,44134,Marketing,30.0,2.0,0,1.4236824093086926
394,1,Analyst,23.0,44148,Finance,25.0,3.0,1,1.3004791238877482
395,1,Senior Analyst,25.0,56181,Management,15.0,2.0,0,3.594798083504449
396,0,Analyst,23.0,48287,Finance,19.0,2.0,1,1.1197809719370295
397,1,Senior Analyst,25.0,69421,Finance,25.0,4.0,3,1.2402464065708418
398,1,Analyst,23.0,44342,Operations,26.0,5.0,0,1.702943189596167
399,0,Senior Analyst,28.0,61710,Management,15.0,4.0,2,1.9739904175222451
400,1,Senior Analyst,27.0,61575,Finance,20.0,2.0,1,2.518822724161533
401,1,Analyst,22.0,46038,IT,16.0,3.0,0,2.8062970568104038
402,1,Associate,31.0,78493,IT,21.0,2.0,4,1.754962354551677
403,0,Analyst,25.0,43292,Operations,26.0,4.0,3,1.2511978097193703
404,1,Analyst,25.0,42657,Operations,27.0,3.0,2,1.73305954825462
405,1,Analyst,25.0,42400,Operations,29.0,3.0,1,2.8035592060232717
406,0,Analyst,24.0,41713,Marketing,16.0,3.0,0,2.863791923340178
407,1,Analyst,21.0,46664,Finance,21.0,3.0,0,2.8774811772758384
408,0,Senior Analyst,26.0,66339,Management,24.0,5.0,1,2.3846680355920604
409,0,Analyst,22.0,45450,IT,27.0,2.0,0,1.9411362080766599
410,0,Analyst,25.0,43355,Web,22.0,3.0,2,1.568788501026694
411,0,Analyst,23.0,42140,Operations,29.0,4.0,0,2.6611909650924024
412,1,Senior Analyst,28.0,52406,Operations,19.0,2.0,5,1.429158110882957
413,1,Analyst,24.0,42440,IT,20.0,4.0,2,1.319644079397673
414,1,Senior Analyst,25.0,64913,Finance,29.0,4.0,0,4.01368925393566
415,0,Analyst,21.0,41551,Operations,21.0,2.0,0,2.97056810403833
416,1,Senior Analyst,26.0,54689,Management,23.0,5.0,0,2.614647501711157
417,0,Analyst,22.0,48747,Operations,21.0,4.0,0,1.6947296372347707
418,0,Senior Analyst,25.0,59907,IT,17.0,5.0,0,1.2867898699520877
419,1,Analyst,25.0,45319,Management,16.0,2.0,2,2.0479123887748116
420,1,Senior Analyst,28.0,60707,Finance,26.0,3.0,2,3.5236139630390144
421,0,Analyst,24.0,43124,IT,19.0,4.0,1,1.7056810403832992
422,0,Analyst,24.0,43137,IT,27.0,2.0,2,1.1909650924024642
423,1,Analyst,22.0,42121,Finance,30.0,5.0,0,2.212183436002738
424,0,Analyst,24.0,45950,Marketing,15.0,3.0,2,1.2785763175906912
425,0,Senior Analyst,25.0,55525,Operations,18.0,2.0,0,2.9048596851471595
426,1,Manager,34.0,112580,Management,30.0,5.0,8,5.193702943189596
427,0,Analyst,23.0,42160,Finance,20.0,3.0,0,1.623545516769336
428,0,Analyst,22.0,40335,Finance,27.0,3.0,0,1.5030800821355237
429,0,Analyst,21.0,40363,IT,27.0,5.0,0,1.8562628336755647
430,0,Analyst,24.0,49029,Marketing,23.0,2.0,0,2.729637234770705
431,0,Analyst,24.0,48775,Operations,22.0,5.0,1,2.1820670773442847
432,1,Analyst,21.0,40396,Marketing,28.0,2.0,0,1.8507871321013005
433,0,Analyst,25.0,45998,Finance,18.0,5.0,3,1.1471594798083504
434,1,Senior Analyst,25.0,68996,Operations,16.0,2.0,0,2.2477754962354553
435,1,Analyst,24.0,48222,Management,20.0,2.0,1,1.566050650239562
436,1,Analyst,24.0,47982,Finance,19.0,5.0,0,2.8966461327857633
437,1,Analyst,25.0,44888,Operations,25.0,4.0,3,1.002053388090349
438,0,Analyst,25.0,42457,Marketing,28.0,5.0,2,2.272416153319644
439,1,Senior Analyst,26.0,58619,Finance,17.0,2.0,1,3.5290896646132786
440,0,Analyst,24.0,45482,Management,26.0,4.0,0,2.8254620123203287
441,1,Analyst,21.0,47827,IT,22.0,5.0,0,1.2046543463381245
442,0,Senior Manager,35.0,169300,Management,22.0,3.0,10,3.6358658453114305
443,0,Analyst,21.0,48833,Web,28.0,2.0,0,1.3305954825462012
444,1,Associate,29.0,96909,IT,21.0,4.0,1,4.136892539356605
445,1,Senior Analyst,28.0,65639,Management,21.0,2.0,4,2.924024640657084
446,1,Analyst,25.0,43352,Finance,27.0,4.0,2,2.1574264202600957
447,1,Senior Analyst,28.0,63841,Web,21.0,5.0,0,3.8521560574948666
448,0,Analyst,24.0,46988,Operations,18.0,5.0,2,1.4757015742642026
449,1,Analyst,23.0,48739,Management,15.0,3.0,0,2.217659137577002
450,0,Analyst,21.0,46438,Marketing,24.0,2.0,0,1.267624914442163
451,0,Analyst,22.0,49253,Web,17.0,2.0,0,2.6036960985626285
452,1,Analyst,22.0,43508,Management,20.0,4.0,0,1.4921286789869952
453,1,Analyst,23.0,43586,Operations,20.0,2.0,0,1.9000684462696784
454,1,Analyst,24.0,46064,Management,25.0,2.0,1,2.132785763175907
455,1,Analyst,24.0,43031,IT,24.0,3.0,1,1.6125941136208077
456,0,Analyst,24.0,40513,IT,29.0,5.0,1,2.3572895277207393
457,1,Analyst,21.0,47018,Operations,15.0,3.0,0,2.2614647501711156
458,0,Senior Analyst,28.0,50368,Operations,24.0,4.0,3,2.1437371663244353
459,0,Associate,32.0,99098,Marketing,28.0,3.0,8,2.0123203285420943
460,0,Analyst,25.0,47735,Finance,29.0,3.0,2,1.6591375770020533
461,1,Analyst,23.0,42722,Operations,22.0,2.0,0,2.1683778234086244
462,1,Associate,31.0,73190,Web,24.0,2.0,3,2.537987679671458
463,0,Analyst,23.0,40134,Finance,26.0,4.0,0,2.1738535249828885
464,1,Associate,28.0,93854,Web,19.0,3.0,1,1.7713894592744694
465,1,Senior Analyst,25.0,67014,IT,20.0,4.0,0,1.4455852156057496
466,1,Analyst,24.0,46726,IT,22.0,2.0,1,1.7960301163586585
467,0,Analyst,21.0,49497,Finance,25.0,5.0,0,1.5331964407939767
468,0,Analyst,25.0,40270,IT,17.0,5.0,3,1.3853524982888432
469,0,Senior Analyst,28.0,60155,Marketing,27.0,5.0,4,1.7111567419575633
470,0,Analyst,24.0,44054,Finance,30.0,4.0,1,1.5852156057494866
471,0,Analyst,22.0,49006,Web,19.0,2.0,0,1.1225188227241616
472,1,Analyst,22.0,41008,Operations,29.0,4.0,0,1.3305954825462012
473,1,Analyst,24.0,44497,Marketing,17.0,4.0,1,2.3353867214236823
474,0,Analyst,21.0,45528,IT,30.0,5.0,0,2.4969199178644765
475,1,Analyst,24.0,41196,Marketing,17.0,4.0,1,2.023271731690623
476,0,Senior Analyst,25.0,60159,Finance,27.0,2.0,0,2.5763175906913074
477,0,Senior Analyst,26.0,65316,Marketing,21.0,5.0,0,2.861054072553046
478,0,Analyst,22.0,49744,Web,28.0,2.0,0,1.9274469541409993
479,1,Analyst,21.0,41865,Finance,18.0,4.0,0,1.483915126625599
480,1,Analyst,22.0,45784,Operations,30.0,4.0,0,0.9938398357289527
481,1,Manager,35.0,111599,Management,25.0,5.0,10,3.482546201232033
482,1,Associate,31.0,77261,Finance,30.0,4.0,6,3.025325119780972
483,0,Analyst,25.0,41323,Finance,22.0,5.0,2,2.439425051334702
484,1,Analyst,25.0,44664,Operations,23.0,4.0,1,2.5927446954141
485,0,Senior Analyst,28.0,65927,Finance,28.0,2.0,1,3.540041067761807
486,1,Analyst,22.0,42723,Marketing,30.0,4.0,0,1.1854893908281998
487,0,Director,40.0,313938,Management,22.0,4.0,12,5.7440109514031485
488,1,Analyst,21.0,46616,Management,21.0,3.0,0,2.614647501711157
489,0,Analyst,25.0,47517,IT,15.0,5.0,2,1.5989048596851472
490,1,Senior Analyst,25.0,66311,Management,15.0,3.0,2,1.9137577002053388
491,1,Analyst,21.0,43620,IT,28.0,4.0,0,1.4510609171800137
492,0,Associate,32.0,72359,Web,21.0,4.0,9,2.2642026009582477
493,0,Analyst,22.0,43324,Operations,19.0,5.0,0,2.639288158795346
494,1,Senior Analyst,25.0,66984,Marketing,21.0,5.0,0,1.5824777549623545
495,1,Senior Analyst,27.0,63154,Finance,16.0,5.0,3,3.1759069130732374
496,0,Analyst,25.0,45992,Finance,30.0,4.0,2,2.11088295687885
497,1,Analyst,22.0,44887,IT,27.0,2.0,0,1.787816563997262
498,1,Senior Analyst,26.0,57046,Web,27.0,2.0,0,3.263518138261465
499,1,Analyst,21.0,40065,Web,23.0,4.0,0,1.620807665982204
500,0,Analyst,23.0,43676,Marketing,18.0,2.0,0,2.7816563997262147
501,0,Analyst,21.0,43428,Marketing,15.0,3.0,0,1.4674880219028064
502,1,Analyst,22.0,43976,Marketing,19.0,2.0,0,1.1006160164271048
503,1,Senior Analyst,25.0,66820,Finance,20.0,3.0,1,2.239561943874059
504,1,Senior Analyst,27.0,64798,Web,21.0,3.0,2,0.9774127310061602
505,0,Analyst,22.0,40403,Marketing,19.0,5.0,0,2.726899383983573
506,0,Associate,31.0,99603,Marketing,18.0,2.0,5,3.67419575633128
507,0,Associate,28.0,96198,Web,25.0,2.0,2,4.3668720054757015
508,1,Senior Analyst,27.0,51930,IT,26.0,5.0,4,2.2258726899383983
509,1,Analyst,25.0,48996,IT,18.0,5.0,2,1.5989048596851472
510,0,Analyst,25.0,46808,Web,19.0,3.0,3,1.4537987679671458
511,0,Senior Manager,36.0,167610,Finance,25.0,3.0,12,2.5489390828199863
512,0,Analyst,25.0,44454,Operations,27.0,2.0,3,1.3169062286105406
513,1,Associate,28.0,86231,Finance,18.0,2.0,6,1.377138945927447
514,0,Analyst,24.0,45252,IT,16.0,5.0,2,1.3853524982888432
515,1,Analyst,25.0,44011,Finance,24.0,4.0,3,1.215605749486653
516,0,Analyst,22.0,47519,Management,19.0,5.0,0,1.4757015742642026
517,1,Analyst,25.0,46947,IT,18.0,4.0,3,1.1800136892539357
518,1,Analyst,25.0,46556,Web,19.0,4.0,3,1.45927446954141
519,0,Analyst,21.0,43363,Marketing,21.0,2.0,0,2.937713894592745
520,0,Analyst,25.0,43391,Management,26.0,5.0,1,2.5817932922655715
521,0,Analyst,22.0,41164,Management,22.0,4.0,0,2.1245722108145104
522,0,Analyst,24.0,48476,Operations,15.0,4.0,1,1.7138945927446954
523,0,Senior Manager,35.0,167525,Marketing,29.0,4.0,10,4.002737850787132
524,0,Senior Analyst,27.0,65594,IT,22.0,4.0,0,3.1457905544147846
525,0,Analyst,23.0,45579,Marketing,30.0,4.0,0,2.64476386036961
526,1,Senior Analyst,26.0,65880,Management,25.0,5.0,0,3.2334017796030117
527,1,Analyst,21.0,48948,Marketing,29.0,4.0,0,2.948665297741273
528,0,Analyst,23.0,45525,Management,17.0,5.0,0,2.9349760438056127
529,0,Analyst,22.0,41819,Web,30.0,5.0,0,1.7522245037645447
530,1,Analyst,24.0,49752,Finance,22.0,4.0,1,2.425735797399042
531,1,Analyst,22.0,48611,Marketing,19.0,5.0,0,1.6180698151950719
532,1,Analyst,24.0,43295,Operations,22.0,3.0,2,1.0266940451745379
533,0,Analyst,22.0,40395,Finance,23.0,2.0,0,2.1546885694729636
534,1,Senior Analyst,25.0,62960,Operations,16.0,2.0,0,3.756331279945243
535,1,Analyst,23.0,41912,Web,19.0,2.0,0,2.858316221765914
536,1,Analyst,22.0,45013,IT,24.0,3.0,0,2.4996577686516086
537,0,Senior Analyst,25.0,56854,Finance,27.0,2.0,0,1.1690622861054072
538,0,Analyst,23.0,47681,Operations,17.0,2.0,0,2.297056810403833
539,1,Analyst,25.0,43638,Web,17.0,2.0,3,1.377138945927447
540,1,Analyst,24.0,45776,Management,17.0,4.0,1,1.7604380561259412
541,1,Analyst,21.0,47216,Marketing,19.0,3.0,0,2.598220396988364
542,1,Analyst,23.0,46824,Finance,16.0,5.0,0,2.7707049965776864
543,0,Manager,32.0,143778,Management,16.0,4.0,6,4.167008898015058
544,0,Senior Analyst,28.0,55693,Management,15.0,2.0,2,3.578370978781656
545,1,Senior Analyst,27.0,60465,Web,19.0,4.0,0,4.01368925393566
546,0,Analyst,21.0,40816,Management,28.0,3.0,0,1.9657768651608487
547,1,Analyst,23.0,44427,Web,19.0,5.0,1,1.1389459274469542
548,1,Analyst,23.0,48930,Finance,21.0,3.0,0,2.2340862422997945
549,1,Manager,34.0,148273,Finance,28.0,4.0,7,4.9281314168377826
550,1,Analyst,23.0,48583,Web,18.0,3.0,1,1.2457221081451062
551,1,Analyst,23.0,40413,IT,20.0,5.0,1,1.0157426420260096
552,1,Analyst,24.0,46891,Marketing,24.0,5.0,2,1.4236824093086926
553,0,Senior Analyst,28.0,56166,IT,20.0,3.0,4,1.352498288843258
554,0,Analyst,21.0,43986,IT,18.0,3.0,0,3.0143737166324436
555,1,Analyst,24.0,43621,Operations,16.0,2.0,2,1.264887063655031
556,1,Analyst,21.0,40228,Management,28.0,2.0,0,1.1389459274469542
557,0,Analyst,21.0,49384,Management,17.0,3.0,0,2.5544147843942504
558,1,Analyst,24.0,48969,Marketing,26.0,3.0,1,1.9274469541409993
559,1,Senior Analyst,27.0,58341,Finance,15.0,2.0,4,0.9390828199863107
560,0,Analyst,22.0,44448,Web,19.0,4.0,0,2.0451745379876796
561,0,Senior Analyst,26.0,51655,Finance,28.0,5.0,4,1.3059548254620124
562,1,Analyst,25.0,42776,Marketing,15.0,4.0,2,2.308008213552361
563,0,Analyst,23.0,47326,Management,22.0,5.0,0,1.891854893908282
564,0,Analyst,21.0,48098,Finance,30.0,5.0,0,1.0047912388774811
565,1,Analyst,21.0,49903,Management,26.0,4.0,0,1.7385352498288844
566,0,Analyst,23.0,45704,Finance,24.0,4.0,0,1.9411362080766599
567,1,Analyst,23.0,41984,Management,29.0,4.0,0,1.6399726214921286
568,1,Analyst,25.0,48447,Web,20.0,5.0,2,1.6290212183436004
569,0,Senior Analyst,26.0,50809,Operations,21.0,4.0,1,3.326488706365503
570,0,Analyst,21.0,45181,Finance,23.0,5.0,0,2.9815195071868583
571,0,Analyst,23.0,45579,Marketing,30.0,4.0,0,2.64476386036961
572,1,Analyst,22.0,44543,IT,22.0,2.0,0,1.0896646132785763
573,0,Analyst,24.0,41380,Management,23.0,5.0,1,2.3353867214236823
574,1,Senior Analyst,27.0,53406,Web,27.0,3.0,3,1.3634496919917864
575,1,Analyst,23.0,41662,IT,20.0,5.0,0,2.732375085557837
576,1,Analyst,24.0,41955,Management,24.0,3.0,0,2.6885694729637235
577,1,Analyst,23.0,45323,Web,29.0,3.0,0,1.8562628336755647
578,1,Associate,28.0,90201,IT,16.0,5.0,4,2.6338124572210813
579,1,Analyst,21.0,40222,Web,21.0,3.0,0,2.6803559206023273
580,1,Analyst,23.0,43247,Finance,22.0,3.0,0,2.8528405201916494
581,0,Senior Analyst,25.0,62673,Operations,29.0,3.0,2,2.217659137577002
582,1,Senior Analyst,28.0,69306,Web,18.0,3.0,2,3.62217659137577
583,0,Analyst,23.0,48462,Finance,26.0,3.0,1,0.9965776865160849
584,0,Senior Analyst,27.0,54643,Marketing,23.0,4.0,4,1.160848733744011
585,0,Senior Analyst,28.0,57182,Management,28.0,4.0,3,2.485968514715948
586,0,Analyst,21.0,49395,Management,19.0,2.0,0,1.242984257357974
587,0,Senior Analyst,28.0,60348,Management,26.0,3.0,2,1.111567419575633
588,1,Associate,32.0,72626,Marketing,28.0,2.0,4,2.6967830253251197
589,0,Analyst,25.0,43751,IT,23.0,3.0,2,1.5085557837097878
590,0,Senior Analyst,28.0,65607,Management,16.0,2.0,1,1.6646132785763177
591,1,Analyst,23.0,40183,IT,19.0,3.0,0,1.8617385352498288
592,0,Analyst,25.0,47609,IT,18.0,4.0,2,2.2833675564681726
593,1,Analyst,21.0,45896,IT,27.0,4.0,0,3.0061601642710474
594,0,Analyst,24.0,40486,Finance,22.0,5.0,1,2.217659137577002
595,0,Analyst,25.0,46808,Web,19.0,3.0,3,1.4537987679671458
596,1,Associate,28.0,96535,Management,26.0,3.0,0,3.058179329226557
597,1,Analyst,22.0,44762,Web,19.0,2.0,0,1.297741273100616
598,0,Analyst,21.0,48839,Finance,17.0,3.0,0,2.817248459958932
599,0,Analyst,22.0,43397,Web,23.0,5.0,0,2.7816563997262147
600,1,Analyst,23.0,49611,Management,28.0,2.0,0,2.9979466119096507
601,0,Senior Analyst,26.0,67051,Web,22.0,5.0,3,2.217659137577002
602,0,Associate,31.0,93516,Operations,26.0,2.0,7,1.998631074606434
603,0,Analyst,21.0,44181,Web,25.0,2.0,0,2.086242299794661
604,0,Manager,33.0,100471,Web,25.0,4.0,7,2.64476386036961
605,0,Senior Analyst,27.0,69383,Management,16.0,4.0,0,3.7727583846680357
606,0,Analyst,22.0,43132,IT,16.0,3.0,0,1.9301848049281314
607,0,Analyst,25.0,40403,Marketing,16.0,3.0,2,1.514031485284052
608,1,Analyst,21.0,43239,Finance,22.0,4.0,0,2.409308692676249
609,1,Analyst,22.0,42943,Web,21.0,3.0,0,2.746064339493498
610,0,Analyst,23.0,41664,Operations,30.0,2.0,0,1.891854893908282
611,1,Senior Analyst,26.0,63290,Marketing,23.0,2.0,0,1.3360711841204653
612,1,Analyst,24.0,47598,Marketing,20.0,2.0,1,2.102669404517454
613,0,Analyst,24.0,45447,IT,16.0,2.0,0,2.537987679671458
614,1,Analyst,23.0,42213,Web,21.0,4.0,0,2.308008213552361
615,1,Analyst,21.0,44397,IT,25.0,5.0,0,1.7111567419575633
616,0,Analyst,21.0,48801,Finance,23.0,3.0,0,1.212867898699521
617,1,Analyst,25.0,47532,Marketing,24.0,2.0,1,2.6091718001368926
618,1,Senior Manager,37.0,184143,IT,19.0,4.0,12,1.2511978097193703
619,1,Manager,35.0,124154,IT,20.0,4.0,8,3.8302532511978096
620,1,Analyst,25.0,40786,IT,25.0,5.0,2,1.6043805612594113
621,1,Analyst,23.0,47080,Operations,21.0,5.0,0,2.0369609856262834
622,0,Analyst,25.0,46572,Web,16.0,3.0,1,2.513347022587269
623,0,Analyst,24.0,42066,Management,29.0,5.0,1,2.102669404517454
624,0,Associate,32.0,72598,Web,17.0,5.0,6,4.550308008213553
625,0,Analyst,22.0,46506,Web,25.0,2.0,0,1.4401095140314852
626,0,Analyst,24.0,44733,Management,26.0,4.0,1,2.190280629705681
627,1,Senior Analyst,26.0,53390,Marketing,20.0,5.0,2,3.24435318275154
628,1,Analyst,22.0,46227,IT,15.0,3.0,0,1.648186173853525
629,0,Analyst,23.0,46207,IT,17.0,4.0,0,1.5249828884325805
630,1,Senior Analyst,28.0,62243,Web,23.0,4.0,0,3.184120465434634
631,1,Analyst,23.0,48479,Operations,15.0,4.0,0,2.1656399726214923
632,1,Analyst,23.0,48364,Finance,26.0,3.0,0,2.7953456536618755
633,0,Analyst,25.0,46564,Operations,25.0,4.0,3,1.2019164955509924
634,1,Analyst,21.0,48001,Operations,18.0,4.0,0,2.524298425735797
635,1,Senior Analyst,25.0,55001,Operations,22.0,2.0,0,1.0157426420260096
636,0,Analyst,24.0,49901,Management,18.0,5.0,2,1.4811772758384667
637,1,Senior Analyst,25.0,65919,Marketing,19.0,5.0,2,2.132785763175907
638,1,Senior Analyst,25.0,61353,IT,22.0,2.0,0,3.9315537303216974
639,0,Analyst,25.0,49321,Marketing,18.0,2.0,3,1.319644079397673
640,1,Associate,31.0,93715,Web,25.0,4.0,6,1.1197809719370295
641,1,Analyst,23.0,41052,IT,15.0,5.0,1,1.1307323750855578
642,1,Analyst,24.0,46907,IT,29.0,3.0,0,2.839151266255989
643,0,Analyst,22.0,45518,Web,25.0,3.0,0,1.2292950034223136
644,0,Analyst,23.0,43894,Web,25.0,5.0,0,1.5222450376454484
645,1,Analyst,25.0,48355,IT,19.0,3.0,1,2.948665297741273
646,1,Analyst,22.0,47759,Management,15.0,3.0,0,1.1225188227241616
647,0,Analyst,25.0,40105,Marketing,27.0,3.0,1,2.973305954825462
648,0,Senior Analyst,26.0,60014,Operations,24.0,5.0,1,3.277207392197125
649,1,Analyst,21.0,44848,Finance,21.0,2.0,0,2.4449007529089664
650,1,Analyst,22.0,45103,Finance,19.0,4.0,0,2.639288158795346
651,0,Associate,32.0,81191,Finance,15.0,5.0,4,2.5516769336071183
652,0,Analyst,22.0,45025,Marketing,15.0,5.0,0,1.7768651608487338
653,1,Analyst,21.0,41943,Finance,16.0,3.0,0,1.3552361396303902
654,0,Senior Analyst,27.0,50393,Management,28.0,2.0,0,3.24435318275154
655,0,Analyst,22.0,42003,Web,25.0,4.0,0,2.3436002737850785
656,1,Analyst,22.0,42041,IT,24.0,2.0,0,1.7138945927446954
657,0,Analyst,25.0,44015,IT,24.0,3.0,1,2.9842573579739904
658,1,Manager,32.0,140916,Marketing,29.0,2.0,4,4.670773442847365
659,1,Analyst,22.0,46173,Web,22.0,5.0,0,2.565366187542779
660,1,Analyst,23.0,41701,Web,22.0,5.0,1,1.273100616016427
661,1,Analyst,24.0,47465,Marketing,20.0,4.0,0,2.811772758384668
662,0,Analyst,21.0,43986,IT,18.0,3.0,0,3.0143737166324436
663,0,Analyst,24.0,49670,Management,22.0,3.0,1,1.514031485284052
664,0,Senior Manager,35.0,153111,Operations,19.0,4.0,6,4.673511293634497
665,1,Analyst,23.0,47408,Finance,16.0,3.0,1,1.4455852156057496
666,1,Analyst,23.0,47629,Management,17.0,2.0,1,1.0677618069815196
667,0,Senior Analyst,28.0,68884,Operations,26.0,5.0,5,1.5523613963039014
668,0,Analyst,24.0,49849,Web,30.0,4.0,1,2.1820670773442847
669,1,Senior Analyst,25.0,68785,IT,16.0,4.0,1,1.8863791923340179
670,0,Analyst,21.0,48102,Finance,27.0,4.0,0,2.5763175906913074
671,1,Analyst,23.0,44610,Operations,29.0,5.0,0,2.458590006844627
672,0,Analyst,25.0,46659,Finance,21.0,5.0,1,2.74880219028063
673,1,Analyst,21.0,47781,IT,17.0,3.0,0,2.2751540041067764
674,0,Analyst,25.0,49942,Operations,23.0,3.0,2,1.839835728952772
675,0,Manager,35.0,148606,Web,18.0,2.0,8,1.6837782340862424
676,0,Manager,33.0,110885,Web,21.0,2.0,5,2.9103353867214237
677,1,Analyst,22.0,45019,Web,28.0,2.0,0,1.3716632443531827
678,1,Analyst,22.0,41378,Marketing,22.0,3.0,0,2.537987679671458
679,0,Analyst,21.0,42327,Management,25.0,2.0,0,1.7713894592744694
680,1,Senior Analyst,28.0,68446,Management,23.0,5.0,3,0.9555099247091033
681,1,Analyst,23.0,47764,IT,26.0,4.0,0,1.7905544147843941
682,1,Analyst,21.0,49905,Finance,22.0,5.0,0,1.2813141683778233
683,1,Director,45.0,253284,IT,15.0,2.0,23,1.08145106091718
684,0,Analyst,22.0,49703,Operations,29.0,3.0,0,3.0061601642710474
685,0,Analyst,23.0,48049,Operations,22.0,5.0,1,1.1307323750855578
686,0,Analyst,25.0,43428,Management,19.0,5.0,2,1.787816563997262
687,1,Senior Manager,35.0,185221,Operations,24.0,5.0,11,0.9418206707734429
688,0,Analyst,23.0,48969,Operations,29.0,4.0,1,1.4099931553730323
689,1,Analyst,23.0,45740,Web,30.0,5.0,1,0.9609856262833676
690,0,Analyst,23.0,46601,Web,21.0,5.0,0,2.324435318275154
691,1,Analyst,23.0,45949,Finance,25.0,4.0,1,1.2019164955509924
692,1,Analyst,22.0,41861,Finance,22.0,3.0,0,2.2039698836413417
693,1,Analyst,23.0,42213,Web,21.0,4.0,0,2.308008213552361
694,1,Senior Analyst,28.0,56772,Marketing,26.0,2.0,0,3.7316906228610542
695,0,Analyst,25.0,46052,Web,25.0,4.0,3,0.9582477754962354
696,0,Analyst,22.0,43483,Management,22.0,4.0,0,1.3661875427789185
697,1,Analyst,25.0,43860,Web,16.0,2.0,2,2.3353867214236823
698,0,Senior Analyst,28.0,61374,Web,24.0,3.0,3,2.083504449007529
699,0,Analyst,24.0,48095,Operations,19.0,5.0,0,2.7652292950034223
700,1,Analyst,23.0,49592,Management,23.0,5.0,0,1.5468856947296372
701,1,Analyst,24.0,46942,Marketing,18.0,2.0,1,1.9383983572895278
702,0,Analyst,24.0,42333,Web,25.0,3.0,2,0.9500342231348392
703,0,Director,45.0,319141,Web,21.0,4.0,17,6.075290896646133
704,0,Associate,29.0,91596,IT,20.0,2.0,3,4.917180013689254
705,0,Analyst,21.0,40586,Web,26.0,4.0,0,1.3880903490759753
706,1,Analyst,24.0,49530,Finance,18.0,3.0,0,2.836413415468857
707,0,Analyst,24.0,42583,Management,26.0,5.0,2,1.4209445585215605
708,0,Associate,29.0,92453,Management,29.0,3.0,4,4.16974674880219
709,0,Associate,28.0,93659,Management,24.0,3.0,5,1.0896646132785763
710,1,Analyst,24.0,48222,Marketing,29.0,3.0,2,1.160848733744011
711,1,Analyst,25.0,46319,Finance,26.0,3.0,2,1.782340862422998
712,1,Analyst,24.0,45861,Operations,29.0,5.0,2,1.4072553045859
713,0,Analyst,23.0,45481,Marketing,24.0,4.0,0,3.0143737166324436
714,0,Analyst,25.0,42008,IT,16.0,2.0,1,3.0143737166324436
715,1,Analyst,22.0,47850,IT,22.0,3.0,0,1.648186173853525
716,1,Analyst,25.0,40113,Web,25.0,4.0,2,1.9794661190965093
717,1,Analyst,22.0,47525,IT,20.0,4.0,0,2.704996577686516
718,1,Analyst,21.0,47685,IT,16.0,3.0,0,1.6591375770020533
